IdExecucaoFinanceira;IdEmpreendimento;NumDocumento;IdAndamentoFinanceiro;IdTipoExecucaoFinanceira;DatAssinatura;DatInicioVigencia;DatFinalVigencia;IdInstituicaoContratante;IdTipoDocumento;IdInstituicaoContratado;IdPessoaFisicaContratado;ValContrato;ValContrapartida;ValTotal;DescObjeto;IdLicitacao;FlgInexibilidadeLicitacao;FlgDispensaLicitacao;IdFundamentoLegal;IdFaseGrupo;FlgAtivo;FlgExclusaoDependencia;
36728;8;"TC0130-ST/2011/0057";3;3;11/10/2011;26/10/2011;14/09/2013;107;1;67957;;8217914.61;;8217914.61;"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS DE ENGENHARIA PARA O GERENCIAMENTO, ASSESSORAMENTO E APOIO À FISCALIZAÇÃO DAS OBRAS DE TERRAPLANAGEM E EXECUÇÃO DO CORPO DE ATERRO PARA IMPLANTAÇÃO DO TERCEIRO TERMINAL DE PASSAGEIROS (TPS3) E DO PÁTIO DE ESTACIONAMENTO DE GUARULHOS";292;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
36735;8;"TC0011-EG/2011/0057";3;3;18/02/2011;14/03/2011;11/07/2011;107;1;23605;;383058.00;;383058.00;"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA ATENDIMENTO ÀS EXIGÊNCIAS DA LICENÇA AMBIENTAL PRÉVIA 1305, DAS OBRAS DO TERMINAL DE PASSAGEIROS 3, EDIFÍCIO GARAGEM E SISTEMAS DE PÁTIOS E PISTAS TAXIWAYS, DO AEROPORTO INTERNACIONAL DE SÃO PAULO/GUARU";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
11;9;"TC 0091-ST/2009/0010";2;3;26/08/2009;23/06/2009;16/11/2010;107;1;219;;5377454.96;;5377454.96;"Contratação dos serviços técnicos profissionais especializados para a elaboração dos projetos básicos da nova área terminal do Aeroporto Internacional Pinto Martins/Fortaleza, em Fortaleza-CE.";77;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
251;9;"TC Nº 0027-EG/2012/0010";2;4;09/05/2012;04/06/2012;09/05/2017;107;1;678;;336638759.26;;336638759.26;"REFORMA, AMPLIAÇÃO E MODERNIZAÇÃO DO TPS, ADEQUAÇÃO DO SISTEMA VIÁRIO DE ACESSO E AMPLIAÇÃO DO PÁTIO DE AERONAVES";236;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
252;9;"TC n° 067-ST/2012/0001";2;4;26/12/2012;26/12/2012;01/07/2014;107;1;10872;;19515120.83;;19515120.83;"OBRAS PARA A REFORMA, AMPLIAÇÃO E MODERNIZAÇÃO DO TPS, ADEQUAÇÃO DO SIST VIÁRIO DE ACESSO, AMPLIAÇÃO DO PÁTIO DE AERONAVES, CONSTRUÇÃO DO CENTRO DE MANUTENÇÃO-CEMAN, CONSTRUÇÃO DA SUBESTAÇÃO DE 69KV, FORNECIMENTO E INSTALAÇÃO DOS EQUIP ELETROMECÂNICOS E PONTES DE EMBARQUE DO AEROPORTO INTERNACIONAL PINTO MARTINS";284;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
316;9;"TC-108-SF/2012/0001";2;4;11/10/2012;26/11/2012;11/11/2015;107;1;10873;;12000000.00;;12000000.00;"Contratação de empresa para fornecimento e instalação de pontes de embarque, para as obras de reforma e ampliação do Terminal de Passageiros do Aeroporto Internacional Pinto Martins, em Fortaleza-CE.";283;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
26075;9;"TC0016-SF/2013/0001";2;4;27/02/2013;01/04/2013;07/10/2017;107;1;25282;;9457000.00;;9457000.00;"FORNECIMENTO E INSTALAÇÃO DE ELVADORES E ESCADAS ROLANTES E REFORMA DE ELEVADORES PARA AS OBRAS DO AEROPORTO DE.FORTALEZA-CE.";22571;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
26076;9;"TC0017-SF/2013/0001";2;3;27/02/2013;10/05/2013;24/03/2016;107;1;335;;7170000.00;;7170000.00;"FORNECIMENTO, INSTALAÇÃO E REFORMA DE SISTEMA TRANSPORTADOR DE BAGAGENS PARA AS OBRAS DE REFORMA DO AEROPORTO DE FORTALEZA-CE-LOTE 2.";22571;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
26077;9;"TC0074-ML/2013/0010";2;3;03/10/2013;03/02/2014;29/03/2015;107;1;25283;;3098233.45;;3098233.45;"Contratação de empresa para execução da reforma e instalação de climatização nas pontes de embarque do terminal de passageiros do SBFZ.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
26078;9;"TC0045-PS/2013/0001";2;3;24/05/2013;03/06/2013;27/08/2014;107;1;11977;;1625031.78;;1625031.78;"IMPLANTAÇÃO DE LINHA DE DISTRIBUIÇÃO DE ALTA TENSÃO E SUBESTAÇÃO SECCIONADORA PARA VIABILIZAR O FORNECIMENTO EM ALTA TENSÃO PARA O SBFZ,";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
26099;9;"TC0027-EG/2013/0001";2;4;06/03/2013;22/04/2013;17/06/2014;107;1;25293;;9005425.49;;9005425.49;"ELABORAÇÃO DO PROJETO EXECUTIVO E EXECUÇÃO DAS OBRAS/SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE SUBESTAÇÃO GERAL 69 KV NO AEROPORTO INTERNACIONAL PINTO MARTINS, EM FORTALEZA-CE.";22702;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
8;11;"CV0008/2009/0001";3;7;23/10/2009;17/11/2009;17/11/2010;107;1;220;;60877139.46;0.01;60877139.47;"Execução de obras e serviços de engenharia para implantação do Novo Complexo Aeroportuário da Grande Natal, em São Gonçalo do Amarante – RN.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
79;11;"TC0016-ST/2010/0028";3;3;16/03/2010;22/03/2010;12/09/2011;107;1;219;;3277969.21;;3277969.21;"Assessoramento e apoio técnico à equipe da INFRAERO no gerenciamento e fiscalização das obras de infraestrutura";148;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
114;11;"TCTF nº 002-EG/2011/0028";2;10;11/04/2011;02/05/2011;02/02/2014;107;1;220;;84618940.82;;84618940.82;"Termo de Cooperação Técnica e Financeira para execução de obras e serviços de engenharia para implantação do novo complexo aeroportuário da grande Natal.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
107;12;"071-EG/2011/0001";3;4;20/07/2011;21/07/2011;17/01/2012;107;1;323;;85759976.24;;85759976.24;"Contratação integral, em caráter emergencial, para execução das obras e serviços de engenharia de reforma e adequação do antigo terminal de cargas de forma a atender demanda operacional de passageiros do Aeroporto Internacional de Guarulhos, transformando-o em terminal remoto (Fase I).";;FALSE;TRUE;6;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
65;15;"TC 156-EG/2010/0019";2;3;31/12/2010;02/01/2011;26/02/2012;107;1;306;;2218761.55;;2218761.55;"Elaboração dos projetos de engenharia, nas etapas de serviços e estudos preliminares, Projetos Básicos, Projetos Executivos e serviços complementares.";132;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
66;15;"TC 007/2011/0001";2;7;27/12/2011;27/12/2011;31/12/2012;107;1;110;;6219489.22;;6219489.22;"Parceria entre o Estado e a INFRAERO visando à realização de obras e serviços de engenharia.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
141;15;"TC Nº 0079-ST/2012/0001";1;4;22/08/2012;23/08/2012;24/02/2014;411;1;410;;3999019.01;;3999019.01;"Contratação de serviços técnicos especializados para o apoio ao gerenciamento assessoramento e fiscalização de projetos executivos e das obras para reforma e ampliação do terminal de passageiros estacionamento do tps, vias de acesso central de utilidades, construção do edifíciio administração e estacionamento, kf, cag, área de apoio a equipamentos de rampa e nova ete do aeroporto";202;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
207;15;"002-EG/2012/0019";2;7;03/07/2012;03/07/2012;28/06/2014;107;1;110;;96654361.00;;96654361.00;"estabelecer parceria entre o ESTADO e a INFRAERO visando à realização de obras e serviços de engenharia relacionados ao AEROPORTO, conforme Projetos Básicos realizados em função do Acordo de Cooperação nº 001/2011/0001";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
51866;15;"TC0127-EG/2013/0001";2;4;03/11/2013;03/11/2013;10/08/2014;45752;1;107;;2699000.00;;2699000.00;"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA PARA ELABORAÇÃO DOS PROJETOS EXECUTIVOS E EXECUÇÃO DA DESMONTAGEM, TRANSFERÊNCIA E REMONTAGEM DO MÓDULO OPERACIONAL - MOP E SERVIÇOS DE ENGENHARIA DO AEROPORTO MARECHAL RONDON - CUIABÁ";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
51867;15;"TC116-EG/2013/0001";2;3;04/11/2013;04/11/2013;30/09/2014;67952;1;107;;3673000.00;;3673000.00;"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA PARA ELABORAÇÃO DOS PROJETOS NAS ETAPAS DE PROJETO BÁSICO E PROJETO EXECUTIVO E PARA EXECUÇÃO DAS OBRAS E SERVIÇOS REFERENTE À CONSTRUÇÃO DO NOVO SISTEMA DE TRATAMENTO DE ESGOTO DO AEROPORTO MARECHAL RONDO - VÁRZEA GRANDE";22770;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
51868;15;"TC0001-EE/2013/0019";3;3;26/06/2013;26/06/2013;30/12/2013;67953;1;107;;992590.67;;992590.67;"PRESTAÇÃO DE SERVIÇOS DE SUPRIMENTOS PARA ADEQUAÇÃO DE REDE DE ENERGIA ELÉTRICA PELO CONCESSIONÁRIO COMO REQUISITO NECESSÁRIO PARA GARANTIR O FORNECIMENTO DE ENERGIA ELÉTRICA DO AEROPORTO MARECHAL RONDO - VÁRZEA GRANDE";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
249;16;"TC Nº 0050-EG/2011/0001";3;4;22/06/2011;22/06/2011;08/12/2011;107;1;10737;;2250000.00;;2250000.00;"Contratação de empresa para fornecimento e instalação de módulo operacional - mop no aeroporto internacional marechal rondon - cuiabá/mt.";131;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
76;18;"0005-EG/2008/0025";3;3;28/01/2008;12/05/2009;12/09/2010;107;1;140;;1351564.21;;1351564.21;"Projetos de engenharia nas etapas de Estudo Preliminar e Projeto Básico.";192;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
77;18;"095-EG/2011/0025";2;4;21/10/2011;25/10/2011;11/02/2013;107;1;24785;;344028497.09;;344028497.09;"Execução das obras/serviços de engenharia para reforma, adequação e ampliação do Terminal de Passageiros I.";146;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
120;18;"0019-EG/2012/0025";2;3;26/03/2012;27/03/2012;13/10/2014;107;1;349;;6825000.00;;6825000.00;"Contratação de empresa para prestação de serviços de apoio à fiscalização da execução das obras e serviços de engenharia de reforma e ampliação do terminal de passageiros I do Aeroporto Internacional Eduardo Gomes, em Manaus/AM.";193;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
105;19;"0023-PS/2010/0057";3;3;06/06/2010;07/06/2010;04/10/2010;107;1;344;;319426.24;;319426.24;"Elaboração de levantamentos planialtimétricos cadastrais multidisciplinares dos serviços remanescentes das obras de adequação, ampliação e revitalização dos sistemas de pistas e pátios, da recuperação da pista de rolamento PR-B e da complementação da área do complexo TPS-3.";596;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
106;19;"0002-EG/2011/0057";3;7;11/04/2011;18/04/2011;17/11/2011;107;1;220;;1274991.00;;1274991.00;"O Termo de Cooperação Técnica e Financeira tem por objeto a Elaboração dos Estudos Preliminares e Projeto Executivo de Revitalização da Pista de Rolamento “B” (PR-B) do Aeroporto Internacional de São Paulo/Guarulhos.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
275;19;"TC Nº 0149-ST/2009/0057";3;4;30/12/2009;25/01/2010;23/08/2010;107;1;142;;1556856.03;;1556856.03;"Contratação de empresa para prestação de serviços técnicos especializados de engenharia para a elaboração dos projetos nas fases de estudo preliminar, projeto básico, projeto executivo para implantação de saída rápida para a pista 27l no Aeroporto Internacional de São Paulo/Guarulhos, em São Paulo - SP.";427;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
24905;19;"CV0001-EG/2010/0057";2;7;31/03/2010;06/05/2010;15/04/2012;107;1;220;;57913968.86;0.00;57913968.86;"Implantação, adequação, ampliação e revitalização do sistema de pistas do Aeroporto Internacional de São Paulo - Guarulhos/SP.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
36729;19;"TC0029-EG/2010/0057";3;4;08/07/2010;14/07/2010;02/06/2012;107;1;140;;9462083.27;;9462083.27;"CONTRATAÇAO DE SERVIÇOS TECNICOS DE ENGENHARIA CONTEMPLANDO O APOIO TECNICO AO GERENCIAMENTO E A FISCALIZAÇÃO DAS OBRAS DE COMPLEMENTAÇÃO DA IMPLANTAÇÃO, ADEQUAÇÃO, AMPLIAÇAO E REVITALIZAÇAO DOS SISTEMA DE PATIOS E PISTAS, RECUPERAÇÃO E REVITALIZAÇÃO";293;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
108;22;"0012-SF/2010/0026";3;4;01/10/2010;25/10/2010;23/03/2011;107;1;345;;2937000.00;;2937000.00;"Contratação de empresa para fornecimento, implantação e instalações do módulo operacional - MOP, no Aeroporto Internacional de Campinas - Viracopos/SP.";188;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
109;22;"0032-EG/2011/0026";3;4;16/05/2011;17/05/2011;16/07/2011;107;1;347;;410290.00;;410290.00;"Contratação de empresa para execução de instalações de infraestrutura para interligações elétricas, eletrônicas e telecom para implantação do MOP no Aeroporto Internacional de Viracopos-Campinas-SP";189;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
110;22;"0048-SF/2011/0026";3;4;03/06/2011;04/06/2011;18/08/2011;107;1;348;;83699.00;;83699.00;"Contratação de empresa para fornecimentos e instalação de 11 balcões de "check-in" acessível, conforme a planta do projeto executivo VCP/TPS/105.026/RO, para o Mop- Módulo Operacional, a ser implantado no Aeroporto Internacional de Viracopos-Campinas/SP-SBKP.";190;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
111;22;"0090/SF/2011/0026";3;4;25/08/2011;26/08/2011;13/01/2012;107;1;335;;1256000.00;;1256000.00;"Contratação de empresa para fornecimento e instalação do sistema de esteiras transportadoras de bagagens para o MOP - Módulo operacional check-in do Aeroporto Internacional de Viracopos-SP.";191;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
56;24;"TC0006-SF/2010/0002";2;4;08/02/2010;10/03/2010;06/08/2010;107;1;298;;2987250.43;;2987250.43;"Fornecimento, implantação e montagem das estruturas e instalações do Módulo Operacional Provisório - MOP";585;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
245;24;"TC Nº 0070-SF/2011/0002";2;4;03/08/2011;09/01/2012;08/04/2012;107;1;11120;;2750000.00;;2750000.00;"Contratação de empresa para fornecimento e instalação de módulo operacional-2 / MOP - para o Aeroporto Internacional PresidenteJuscelino Kubitscheck / Brasília-DF.";265;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
255;24;"TC0101-EG/2011/0002";2;4;02/12/2011;08/12/2011;05/04/2012;107;1;11104;;1800000.00;;1800000.00;"Execução de serviços de engenharia para complementação da infraestrutura nas áreas remotas, para implantação do módulo operacional provisório 2, mop, no aeroporto internacional de brasília - presidente juscelino kubitschek, em brasília - df.";267;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
6;26;"TC0016-EG/2009/0058";3;4;13/02/2009;23/03/2009;17/03/2010;107;1;219;;3259418.54;;3259418.54;"Estudo preliminar e projeto básico de reforma do Terminal de Passageiros - TPS.";398;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
51;26;"TC0069-EG/2011/0058";4;3;14/09/2011;14/09/2011;11/05/2012;107;1;285;;1053675.06;;1053675.06;"Elaboração dos projetos de engenharia, na etapa Projeto Executivo.";118;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
53;26;"TC0072-EG/2011/0058";2;4;15/08/2011;17/08/2011;30/12/2013;107;1;286;;223978840.43;;223978840.43;"Execução das obras de reforma, adequação e ampliação do Terminal de Passageiros. OBS.: O valor do contrato previsto até a COPA é de R$ 206,64 Milhões.";117;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
112;26;"TC0060-EG/2012/0058";3;3;08/06/2012;09/06/2012;04/02/2013;107;1;222;;1053675.06;;1053675.06;"Contratação dos Serviços Técnicos Especializados de Elaboração dos projetos de engenharia, na etapa projeto executivo, para reforma, ampliação e modernização da área terminal e construção da central de utilidades (CUT) do aeroporto internacional tancredo neves, em CONFINS, estado de Minas Gerais.";;FALSE;TRUE;13;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
